,location,google_results
3158,"Sao Paulo, Brazil - Tutorials",16900000
3159,"Puerto de la Cruz, Spain",57700000
3160,"Dublin, Ireland / Belfast, UK",39000000
3161,"Vienna, Austia",298000000
3162,"Greenville, SC, USA",59900000
3163," Bandung, Indonesia",357000000
3164,"Maringá, Brazil",11700000
3165,"Prague, Czech Republic - extended versions",14500000
3166,"Orange County, CA, USA - Workshops",110000000
3167,"Displaying, Processing, Hardcopy, and Applications 2016",1790000
3168,"Hiroshima, Japan - Adjunct Proceedings",150000
3169,"João Pessoa, Paraíba, Brazil",11500000
3170,"Pittsburg, PA, USA",239000000
3171,"Tallinn, Estonia - Selected Papers",564000
3172,"Leipzig, Germany - Workshops",29600000
3173,"Ottawa, ON, Canada - Workshops",8970000
3174,"Maringá, Minas Gerais, Brazil",4310000
3175,"Kosice, Slovakia",27100000
3176,"Edinburgh, UK - Workshops",10800000
3177,"Kochi, Japan",68000000
3178,"Hsinchu,Taiwan",9990000
3179,"Koloa, Hawaii, USA",516000
3180,"Potsdam, Germany - Workshops",17800000
3181,"Bayreuth, Germany",32200000
3182,"Dallas, TX, USA - Volume 1",230000000
3183,"Dallas, TX, USA - Volume 2",159000000
3184,"Dallas, TY, USA",32500000
3185,"Curitiba, Parana, Brazil",61900000
3186,"Stony Brook, NY, USA - Supplement",495000
3187,"Gdańsk, Poland - Position Papers",811000
3188,"Daegu, South Korea",20900000
3189,"Dublin, Ireland - EI&I Track",70300
3190,"Austin, TX, USA - Companion Volume",19300000
3191,"Little Rock, AR, USA - Posters and Demos",22800000
3192,"Merida, Yucatan, Mexico - Adjunct",136000
3193,"Crans-Montana, Switzerland - Workshops",18300000
3194,"Denver, CO, USA - Companion Material",7920000
3195,"Montreal, Canada - Companion Volume",19500000
3196,"Wien, Austria - Workshops",67400000
3197,"Volterra, Italy",5280000
3198,"Sophia Antipolis, Nice, France",4340000
3199,"London, United Kingdom - Workshops",35700000
3200,"Las Vegas, NV, USA - Workshops",23100000
3201,"Ugento, Lecce, Italy",1700000
3202,"Reims, France - Best of Volume",28700000
3203,"Boston, MA, USA - Posters",11100000
3204,"Lake Placid, NY, USA - Workshops",8150000
3205,"Qingdao, Nanchang - Workshops",796000
3206,"Boston, MA, USA - Challenge",212000000
3207,"Porto, Portugal - Part II",56400000
3208,"Porto, Portugal - Part I",54600000
3209,"Sonoma, CA, USA",24200000
3210,"Sonoma, CA, USA - Companion",1240000
3211,"Groningen, The Netherlands - Posters",9460000
3212,"Freiburg im Breisgau, Germany",18900000
3213,"Columbia, SC, USA",248000000
3214,"Lisbon, Portugal - Posters, Artworks, and Bridging Papers",1020000
3215,"Stirling, UK",74000000
3216,"St Louis, MO, USA",718000000
3217,"Brisbane, QLD, Australia - Companion Publication",1230000
3218,"Tapei, Taiwan - Shared Tasks",23700000
3219,"Tapei, Taiwan - System Demonstrations",6190000
3220,"Funchal, Madeira, Portugal - Selected Papers",1040000
3221,"São Paulo, Brazil - Visionary Papers Papers from Workshops",522000
3222,"Buenos Aires, Argentina - New Ideas and Emerging Technologies Results Track",906000
3223,"Buenos Aires, Argentina - Software Engineering Education and Training Track",1330000
3224,"Buenos Aires, Argentina - Companion Volume",12700000
3225,"Sheffield, UK - Exploratory Papers",1480000
3226,"Jaipur, IN, India",203000000
3227,"Seoul, South Korea - Companion",4770000
3228,"Uppsala, Sweden (Part of ETAPS 2017)",307000
3229,"Gothenburg, Sweden - Workshops",3800000
3230,"Moscow, Russia - Supplementary Proceedings",15200000
3231,"Matsue, Shimane, Japan",491000
3232,"Sliema, Malta - Workshops",206000
3233,"Oldenburg, Germany - Adjunct Proceedings",135000
3234,"Berlin, Germany - Companion Material",33400000
3235,"Thessaloniki, Greece - Workshops",3460000
3236,"Nanjing, Jiangsu, China",31200000
3237,"Uberlândia, Brazil",16400000
3238,"Lagos, Nigeria",174000000
3239,"Wuhan, China - Part III",59200000
3240,"Wuhan, China - Part II",81100000
3241,"Wuhan, China - Part I",66600000
3242,"Ugento, Italy - Part I",120000
3243,"Ugento, Italy - Part II",362000
3244,"Barcelona, Spain - Posters",48300000
3245,"Lyon, France - Part II",268000000
3246,"Austin, TX, USA - Companion",22200000
3247,"London, UK - Posters",95000000
3248,"Lyon, France - Part I",289000000
3249,"Bangkok, Thailand - Symposium on Visualization",11800000
3250,"Los Angeles, CA, USA - Educator's Forum",8180000
3251,"Orléans, France - Volume 2",70900000
3252,"Sheffield, UK - Doctoral Colloquium",107000
3253,"Niterói, Brazil - Tutorials",585000
3254,"Orléans, France - Volume 3",59900000
3255,"Snowbird, UT, USA - Workshops",239000
3256,"Tokyo, Japan - CL-SciSumm",1600
3257,"Haldia, Purba Medinipur, West Bengal, India",736000
3258,"Bangkok, Taiwan",80200000
3259,"Bangalore, India - Working Notes",79400000
3260,"Biomedical Applications in Molecular, Structural, and Functional Imaging 2017",59800000
3261,"Ystad, Sweden - Part II",1150000
3262,"Ystad, Sweden - Part I",689000
3263,"Saskatoon, SK, Canada",29700000
3264,"Essen, Germany - Forum/Doctoral Consortium",445000
3265,"Lublin, Poland - Volume 1",1840000
3266,"Lublin, Poland - Volume 2",2190000
3267,"Buenos Aires, Argentina / Colonia del Sacramento, Uruguay",85900000
3268,"Tsukuba, Tokyo, Japan",67600000
3269,"Budapest, Hungary - Volume 1",42900000
3270,"Budapest, Hungary - Volume 2",22500000
3271,"Geelong, VIC, Australia",31200000
3272,"Varna, Bulgaria - Biomedical NLP Workshop",48100
3273,"Montpellier, France - Short papers",15200000
3274,"Montpellier, France - Long papers",17400000
3275,"Cadiz, Spain - Part II",11500000
3276,"Cadiz, Spain - Part I",96000000
3277,"Coventry, United Kingdom",51100000
3278,"Honolulu, HI, USA - Workshops",5960000
3279,"L'Aquila, Italy - Companion",3390000
3280,"San Antonio, TX, USA - Workshops and Demos",12500000
3281,"Kona, Big Island, HI, USA",1330000
3282,"Lyon, France - Education Papers",63700000
3283,"Vancouver, Canada - Shared Task",8130000
3284,"Lyon, France - Dirk Bartz Prize",259000
3285,"Taipei, Taiwan - Short Papers",53900000
3286,"Porto, Portugal - Workshops",23000000
3287,"Porto, Portugal - Special Sessions",26000000
3288,"Galway, Ireland - Companion",872000
3289,"Lyon, France - Tutorials",32700000
3290,"Lyon, France - Short Papers",52700000
3291,"Lyon, France - Posters",50800000
3292,"Thessaloniki, Greece - Volume 2",7840000
3293,"Thessaloniki, Greece - Volume 1",8290000
3294,"Paris, France - Part I",1430000000
3295,"Paris, France - Part II",1150000000
3296,"Guangzhou, China - Volume 2",46900000
3297,"Guangzhou, China - Volume 1",32000000
3298,"Regensburg, Germany - Workshops",14700000
3299,"Turin, Italy - Volume 2",39500000
3300,"Turin, Italy - Volume 1",53800000
3301,"Bengaluru, India - Revised Selected Papers and Invited Papers",726000
3302,"Dunedin, New Zealand",30400000
3303,"New Delhi, India",840000000
3304,"Ponta Delgada, Azores, Portugal",2160000
3305,Torino,253000000
3306," München, Germany",325000000
3307," Boston, Massachusetts, USA",1010000000
3308,"Arles, France",33300000
3309,Koblenz,50300000
3310," Dublin, Ireland",350000000
3311," Lund, Sweden",81500000
3312,"Kaohsiung, Taiwan",21300000
3313," Manhattan, New York City",378000000
3314,"Windsor, Canada",214000000
3315,"Bergen, Norway",101000000
3316," Indianapolis, IN, USA",158000000
3317," Sacramento, California, USA",176000000
3318,"Kiev, Ukraine",83700000
3319,"Daejeon, Korea",12800000
3320," Napa, California, USA",79100000
3321,"Santa Clara, CA, USA",191000000
3322,"Rotterdam, The Netherlands",197000000
3323," St. Petersburg, Russia",149000000
3324,"Milpitas, California, USA",14900000
3325,"Asilomar, California, USA",372000
3326," Kiev, Ukraine",83700000
3327," Kosice, Slovakia",26500000
3328," Ithaca, New York",53700000
3329,"Ypsilanti, Michigan, USA",3530000
3330,"La Jolla, California, USA",48800000
3331," San Jose, CA, USA",971000000
3332,"Antwerp, Belgium",72000000
3333," Stuttgart, Germany",213000000
3334,"New Brunswick, NJ, USA",189000000
3335,"Wollongong, Australia",21400000
3336," Cape May, New Jersey, USA",109000000
3337,"Innsbruck, Austria",54200000
3338,"Montreal, Quebec",237000000
3339," Dagstuhl Castle, Germany",2210000
3340," Minneapolis, Minnesota",201000000
3341," Nashville, Tennessee, USA",255000000
3342," Stony Brook, New York, USA",8280000
3343," Zaragoza, Spain",92800000
3344,"Durham, North Carolina, USA",70000000
3345,"Las Cruces, New Mexico, USA",17000000
3346,"Stuttgart, Germany",213000000
3347,"Palermo, Italy",109000000
3348," London, UK - Volume 3",867000000
3349," London, UK - Volume 4",870000000
3350," London, UK - Volume 5",816000000
3351," London, UK - Volume 6",731000000
3352,"Adelaide, South Australia, Australia",234000000
3353,"Cherry Hill, New Jersey, USA",47400000
3354," London, UK - Volume 2",702000000
3355,"Delft, The Netherlands",67000000
3356,"Potsdam, Germany",47200000
3357,"Santa Fe, New Mexico, USA",113000000
3358," Poznan, Poland",104000000
3359," London, UK - Volume 1",881000000
3360," Phoenix, AZ, USA",744000000
3361," Ottawa, Canada",268000000
3362,"Munich, Germany - Selected Papers",29200000
3363,"Arto Salomaa, 1994",238000
3364,"Beijing, China",328000000
3365," Athens, Greece",259000000
3366,"Dresden, Germany",157000000
3367,"Namur, Belgium",18600000
3368,"Lyon, France",366000000
3369,"Oxford, UK",813000000
3370,"Rochester, MN, USA",53100000
3371," London, UK",2590000000
3372,Hong Kong,1580000000
3373,"Monterey, California",113000000
3374,"Montréal, Canada",187000000
3375," Calcutta, India",46000000
3376," Santiago de Chile, Chile",408000000
3377," St. Louis, Missouri",367000000
3378," Phoenix, Arizona, USA",399000000
3379," New Orleans, Louisiana, USA",397000000
3380," Orlando, Florida, USA - Volume 1",197000000
3381," Orlando, Florida, USA - Volume 2",159000000
3382,"The Hague, The Netherlands",151000000
3383,"Saskatoon, Saskatchewan, Canada",33500000
3384," Edinburgh, U.K.",224000000
3385,"Gaithersburg, Maryland, USA",23600000
3386,"Dana Point, California, USA",49900000
3387,"Dagstuhl, Germany",614000
3388,"Gold Coast, Queensland, Australia",124000000
3389," Valencia, Spain",331000000
3390,"Nagoya, Japan",61900000
3391," Paderborn, Germany",33900000
3392," Haifa, Israel",34400000
3393,"Raleigh, NC, USA",87300000
3394,"Melbourne, Australia",522000000
3395,"University of Michigan, An Arbor, Michigan, USA - Volume 1",92100000
3396,"University of Michigan, An Arbor, Michigan, USA - Volume 2",65100000
3397,"University of Michigan, An Arbor, Michigan, USA - Volume 3",72200000
3398,"Baltimore, Maryland",416000000
3399,"Baltimore, MD, USA",287000000
3400,"Paderborn, Germany",33900000
3401," Lyon, France",366000000
3402," Volkse, Germany",340000
3403," San Diego, California",858000000
3404,"Bangalore, India",556000000
3405," Bordeaux, France",411000000
3406,"Snowbird, Utah",3080000
3407," Volterra, Italy",5280000
3408," Yokohama, Japan",145000000
3409, London,3160000000
3410,"Washington, DC",1650000000
3411,"Alexandria, Egypt",74300000
3412,"Palm Springs, CA, USA",70000000
3413,"Newark, Deleware, USA",30000000
3414,"St. Petersburg, Russia",149000000
3415," Vienna, Austria",252000000
3416," Sendai, Japan",25000000
3417,"Monterey, California, USA - Posters and Short Talks",2530000
3418,"Seattle, Washinton, USA",450000000
3419," Chicago, IL, USA",1090000000
3420,"Tempe, Arizona",76000000
3421," Kansas City, MO, USA",503000000
3422," Arlington, Virginia, USA",153000000
3423,"Chicago, IL, USA - Visual Proceedings",39200000
3424," Keele, U.K.",7650000
3425," Flagstaff, Arizona, USA",33600000
3426," Bombay, India",832000000
3427,"Bombay, India",832000000
3428,"Moscow, Russia",452000000
3429,"Litchfield Park, Arizona, USA",1740000
3430,"Chambéry, France - Executable Modal and Temporal Logics",32900
3431,"Chambéry, France - Fuzzy Logic in Artificial Intelligence",61200
3432,"Chambéry, France",40800000
3433," Norfolk, Virginia, USA",131000000
3434,"Como, Italy",617000000
3435,"San Franciso, California, USA",1370000000
3436,"Takamatsu, Japan",5770000
3437," Cambridge, MA, USA",422000000
3438,"Perth, Australia",293000000
3439," Spokane, WA, USA",48100000
3440,"Charleston, South Carolina, USA",104000000
3441,"Santa Clara, California, USA",186000000
3442," Orlando, Florida, USA",348000000
3443,"Phoenix, AZ, USA",744000000
3444," Milano, Italy",424000000
3445," San Francisco, CA, USA - Volume 3",928000000
3446,"Utrecht, The Netherlands",155000000
3447,"Newport, Rhode Island",48800000
3448,"Irvine, CA, USA",87500000
3449,Braunschweig,73000000
3450," Vancouver, British Columbia, Canada",375000000
3451,"Porto, Portugal",477000000
3452," Hagen, Germany",53200000
3453," San Francisco, CA, USA - Volume 1",1160000000
3454," San Francisco, CA, USA - Volume 2",988000000
3455,"Bethesda, MD, USA",68700000
3456," Asheville, North Carolina, USA",43200000
3457,"Odense, Denmark",148000000
3458,"Lübeck, Germany",41900000
3459,"Vancouver, BC, Canada",387000000
3460,"Plainsboro, New Jersey, USA",422000
3461,"Lancaster, U.K.",139000000
3462," Louvain-la-Neuve, Belgium",9110000
3463," Brisbane, Australia",269000000
3464,"Montréal, Quebec, Canada",465000000
3465,"Baltimore, Maryland, USA",408000000
3466,"Melbourne, Australia / 9. TOOLS 1992",25100000
3467,"Santa Barbara, CA, USA",155000000
3468,"Arlington, Virginia, USA",153000000
3469," St. Andrews, U.K.",149000000
3470," Bad Honnef, Germany",5290000
3471,"Redondo Beach, CA, USA",30100000
3472,"Istanbul, Turkey / AMEC/TADA 2016",104000
3473,"Berlin, Germany - Shared Task",39700000
3474,"Mangaratiba, RJ, Brazil",268000
3475,"Sevilla, Spain - Special Sessions",19800000
3476,"Sevilla, Spain - Workshops",12500000
3477,"Amsterdam, The Netherlands - Volume 3",93000000
3478,"Amsterdam, The Netherlands - Volume 2",90900000
3479," Image Perception, Observer Performance, and Technology Assessment 2016",18100000
3480,"San Francisco, California, USA - PhD Symposium",56000000
3481,"Amsterdam, The Netherlands - Volume 1",99200000
3482,"Amsterdam, The Netherlands - Volume 8",99300000
3483,"Amsterdam, The Netherlands - Volume 5",93400000
3484,"Amsterdam, The Netherlands - Volume 6",108000000
3485,"Amsterdam, The Netherlands - Volume 4",81800000
3486,"Porto, Portugal - Volume 2",68000000
3487,"Porto, Portugal - Volume 1",84100000
3488,"Portsmouth, UK",92300000
3489,"Colchester, United Kingdom",15400000
3490,"Cardiff, United Kingdom",113000000
3491,"Delft, The Netherlands - Companion",807000
3492,"Recife, Pernambuco, Brazil",18100000
3493,"Kolkata, India - Working Notes",44400000
3494,"Kolkata, India - Workshop",37100000
3495,"Biomedical Applications in Molecular, Structural, and Functional Imaging 2016",68000000
3496,"Eindhoven, The Netherlands (Satellite Event of ETAPS 2016)",6960
3497,"Raleigh, NC, USA - Workshops",5600000
3498,"Lugano, Switzerland - Workshops",11300000
3499,"Arlington,VA,USA",82600000
3500,"Vellore, India",16500000
3501,"Hyderabad, Telangana State, India",111000000
3502,"Paris, France - RECITAL",33300000
3503,"Saint Petersburg, FL, USA",65100000
3504,"Berlin, Germany - Companion",26600000
3505,"Paris, France - Invited Talks",51800000
3506,"Lisbon, Portugal - Short Papers",34500000
3507,"New York,NY,USA",1870000000
3508,"Leipzig, Germany - Posters, Demos, SuCCESS",925000
3509,"Jersey City, USA",1490000000
3510,"Lisbon, Portugal - Posters",33800000
3511,"Anaheim, CA, USA - Appy Hour",6960000
3512,"Lisbon, Portugal - Education Papers",18600000
3513,"Anaheim, CA, USA - Production Sessions",1400000
3514,"Anaheim, CA, USA - Posters Proceedings",371000
3515,"Anaheim, CA, USA - Panels",13000000
3516,"Anaheim, CA, USA - Real-Time Live!",16100000
3517,"Mérida, Mexico",147000000
3518,"Paris, France - Posters",602000000
3519,"Anaheim, CA, USA - Studio",24500000
3520,"Anaheim, CA, USA - Talks",1290000
3521,"Anaheim, CA, USA - VR Village",466000
3522,"Vigo, Galicia, Spain",12200000
3523,"Paris, France - Volume 2 ",1480000000
3524,"Macao, Macao",123000000
3525,"Catania, Italy - Workshops",9700000
3526,"Denver, CO, USA - Workshops",31700000
3527,"Catania, Italy - Part II",12900000
3528,"Catania, Italy - Part I",19500000
3529,"Vienna, Austria - Companion",50700000
3530,"Valencia, Spain - Workshops",28800000
3531,"Lincoln,NE,USA",96300000
3532,"Chicago, IL, USA, USA",955000000
3533,"Chemnitz, Germany - Workshops",13800000
3534,"Bratislava, Slovakia - Adjunct Publication",130000
3535,"Denver, CO, USA / Dallas, TX, USA",83400000
3536,"Adelaide, Australia - Posters and Demos",12800000
3537,"Kyiv, Ukraine",179000000
3538,"São Paulo, Brazil / Porto, Portugal",92500000
3539,"Genoa, Italy - PhD Workshop",850000
3540,"Quebec City, QC, Canada - Adjunct Volume",303000
3541,"Seoul, Korea (South)",246000000
3542,"Orléans, France - Late Breaking Papers",51600000
3543,"Campinas, Brazil - Workshops",5410000
3544,"Sheffield, UK - Panels, Demos and Posters",1120000
3545,"Buenos Aires, Argentina - Software Engineering in Society Track",966000
3546,"Campinas, SP, Brazil",71800000
3547,"Abu Dhabi, United Arab Emirates - Selected Papers",393000
3548,"Neuchâtel, Switzerland",9010000
3549,"Uberlandia, MG, Brazil",23300000
3550,"Uberlandia, MG, Brazil - Short Papers",141000000
3551,"Valencia, Spain - Forum / Demos",28200000
3552,"Venice, Italy - Workshops",47700000
3553,"Buenos Aires, Argentina - Software Engineering in Practice Track",925000
3554,"Tapei, Taiwan - Tutorial Abstracts",1560000
3555,"Nantes, France - Adjunct",375000
3556," Minneapolis, MN,USA",192000000
3557,"Noordwijk, Netherlands",5260000
3558,"Clearwater, FL, USA",46900000
3559,"Wittenberg, Germany",20300000
3560,"Edmonton, AB, Canada",114000000
3561,"Grenoble, France (Satellite Event of ETAPS 2014)",364000
3562,"Copenhagen, Denmark - Part I",71800000
3563,"Copenhagen, Denmark - Part II",91300000
3564,"Chicago, IL, USA - Workshops",126000000
3565,"St. Petersburg, Russia - Posters",36500000
3566,"San Diego, CA, USA - FOCI",4380000
3567,"San Diego, CA, USA - EVT/WOTE",328000
3568,"San Diego, CA, USA - 3GSE",18500000
3569,"San Diego, CA, USA - CSET",1320000000
3570,"Seattle, WA, USA - Adjunct",1250000
3571,"Darmstadt, Germany - Short and Project Papers",7460000
3572,"Kolkata, India - Volume 2",46200000
3573,"Kolkata, India - Volume 1",36300000
3574,"Benidorm, Spain",44600000
3575,"Quebec City, Quebec, Canada",385000000
3576,"Honolulu, Hawaii, USA - Adjunct Volume",163000
3577,"Bradford, UK",199000000
3578,"Atlanta, GA, USA - Workshops",27000000
3579,"Benidorm, Spain - Workshops",1010000
3580,"Vancouver, BC, Canada - Companion Material",4590000
3581,"Greater Noida, India",90100000
3582,"Steamboat Springs, CO, USA",1360000
3583,"Salt Lake City, USA / Hangzhou, China",1050000
3584,"Swansea, UK - STARs",12700000
3585,"Wroclaw, Poland - DPM/SETOP/QASA",12300
3586,"Playa del Carmen, Mexico - Selected Papers",21300000
3587," Aguascalientes, Mexico",36200000
3588,"Redwood City, CA, USA",16900000
3589,"Kiel, Germany - Workshops",34100000
3590,"Luton, United Kingdom",39600000
3591," Las Vegas, NV, USA",500000000
3592,"Haifa, Israel / Eindhoven, The Netherlands",1200000
3593,"Talca, Maule, Chile",10500000
3594,"Hamilton, New Zealand",134000000
3595,"Montpellier, France - Volume 3",63100000
3596,"Ypsilanti, MI, USA",10400000
3597,"Foster City, Silicon Valley, CA, USA - Posters",10400000
3598,"Foster City, Silicon Valley, CA, USA",12500000
3599,"Zurich, Switzerland@RE 2014",47100000
3600," Bled, Slovenia",10800000
3601,"Haifa, Israel - Companion",935000
3602,"Bali, Indonesia - Volume 1",76700000
3603,"Vienna, Austria - Revised Selected Papers",6060000
3604,"Riva del Garda, Italy / Hangzhou, China",331000
3605,"Warsaw, Poland - Position Papers",5080000
3606,"Maceió, Alagoas, Brazil",43600000
3607,"Opole, Poland",22400000
3608,"University Park, Pennsylvania, USA",155000000
3609,"Maceió, Brazil",18600000
3610,"Larnaca, Cyprus - Workshops",673000
3611,"Maceió, AL, Brazil",18600000
3612,"Surathkal, Mangalore, India",2300000
3613,"Freiburg, Germany - Workshops",14600000
3614,"Paris, France / Gold Coast, QLD, Australia",17800000
3615,"Thessaloniki, Greece - BPMDS / EMMSAD",31800
3616,"Lecce, Italy",26000000
3617,"Broomfield, CO, USA - HotPower",53900
3618,"Tsukuba, Japan / Stockholm, Sweden",466000
3619,"Istanbul,Turkey",512000000
3620,"Greater Noida, Delhi, India",96200000
3621,"Platja d'Aro, Girona, Spain",1260000
3622,"Toronto, Canada - Workshops",24300000
3623,"Atlanta, GA, USA / Bristol, UK",24300000
3624,"Cardiff, UK - Posters",2280000
3625,"Riva del Garda, Trentino, Italy - Ontology Matching",84700
3626,"Vienna, Austria / 2nd Vampire@CADE 2015",11600000
3627,"Eindhoven, The Netherlands / Madrid, Spain",8730000
3628,"Yangzhou, Jiangsu, China",3930000
3629,"Arles, Camargue, Provence, France",1210000
3630,"Darmstadt, Germany - EI&I Track",41500
3631,"Madrid, Spain - Companion Material",16400000
3632,"Florence, Italy - Companion Volume",18300000
3633,"Cagliari, Sardinia, Italy - STARs",696000
3634,"Gold Coast, QLD, Australia / Bertinoro, Italy",82800
3635,"Helsinki, Finland - Workshops",11600000
3636,"Daejeon, South Korea - Selected Papers",371000
3637,"Daegu, Kyungpook, Republic of Korea",331000
3638,"Valletta, Malta - Part I",9030000
3639,"Valletta, Malta - Part II",11200000
3640,"Oakland, California, USA",213000000
3641,"Orlando, FL, USA",506000000
3642,"Syracuse, New York, USA",95900000
3643,Bayreuth,37700000
3644," Boston, MA",1150000000
3645,"Santa Monica, California",207000000
3646,"Aberdeen, Scotland",114000000
3647,"Miami Beach, Florida, USA",433000000
3648,"Colorado Springs, Colorado, USA",3400000000
3649," Montreal, Canada",293000000
3650,"Stanford, California, USA",170000000
3651,"Stony Brook, NY, USA",9500000
3652,"Cambridge, England",562000000
3653,"Lille, France",263000000
3654,"Philadephia, Pennsylvania, USA",660000000
3655,"Essen, Germany",268000000
3656," Aarhus, Denmark",57500000
3657,"Kiel, Germany",67900000
3658,"Sendai, Japan",22800000
3659,"Sorrento, Italy",34200000
3660,"Freiburg, Germany",102000000
3661,"Szeged, Hungary",21000000
3662," Bad Honnef, Germany / Strasbourg, France",8110000
3663,"Warsaw, Poland",94800000
3664,"Trondheim, Norway",46400000
3665,"Williamsburg, Virginia, USA",24200000
3666,Erlangen,47300000
3667,"Aarhus, Denmark",57500000
3668," Cambridge, UK",527000000
3669,"Santa Barbara, California, USA",242000000
3670," Cannes, France",176000000
3671,"Ann Arbor, MI, USA",189000000
3672," Las Vegas, Nevada, USA",462000000
3673,"Ann Arbor, Michigan",169000000
3674,"Linz, Austria",51800000
3675,"Philadelphia, PA, USA",523000000
3676,"Snowbird, UT, USA",320000
3677,"Vancouver, British Columbia, Canada",289000000
3678," Milwaukee, Wisconsin, USA",246000000
3679," Munich, Germany",486000000
3680," New Orleans, LA, USA",421000000
3681,"Genoa, Italy",45800000
3682,"Denton, Texas, USA",24000000
3683,"The Pennsylvania State University, PA, USA",317000000
3684," Nürnberg, Germany",102000000
3685,"Estoril, Portugal",22700000
3686," Palo Alto, California",158000000
3687," Boston, Massachusetts",998000000
3688,"Torino, Italy",175000000
3689,Prague,267000000
3690," Bristol, UK",256000000
3691,"Austin, TX, USA",736000000
3692,Kiel,103000000
3693,"Jerusalem, Israel",262000000
3694,"Knoxville, Tennessee, USA",99500000
3695,"Osnabrück, Germany, 1982",1440000
3696,"Cologne, Germany",185000000
3697,"Pittsburgh, PA, USA",206000000
3698,"New York, USA",3230000000
3699,"Chicago, IL, USA",1110000000
3700,"Manchester, UK",715000000
3701," Mexico City, Mexico",2330000000
3702,"Albuquerque, New Mexico, USA",81100000
3703,"Pittsburgh, PA",271000000
3704,"Los Angeles, California",1230000000
3705,"Orlando, Florida",290000000
3706,"Toronto, Ontario, Canada",407000000
3707," San Diego, CA",916000000
3708," Berlin, Germany",1220000000
3709,"Montréal, Québec, Canada",518000000
3710,Hamburg,407000000
3711,"Karlsruhe, West Germany",17200000
3712," Clearwater Beach, FL, USA",23300000
3713,"Washington, D.C., USA",1680000000
3714," San Diego, CA, USA",904000000
3715,"Dortmund, Germany",134000000
3716,Konstanz,29700000
3717,"Cambridge, UK",527000000
3718," Florence, Italy",223000000
3719," L'Aquila, Italy",35200000
3720,"Münster, Germany",142000000
3721,"New Orleans, LA, USA",421000000
3722,"Atlanta, Georgia",500000000
3723," Barcelona, Spain",463000000
3724," San Jose, California",547000000
3725,"York, UK",3120000000
3726," Stockholm, Sweden",438000000
3727,"Uppsala, Sweden",62500000
3728,Tübingen,40400000
3729,Nürnberg,334000000
3730,"Friedrichshafen, Germany",16200000
3731,"Zagreb, Yugoslavia",4400000
3732,Stuttgart,194000000
3733,"Columbus, Ohio, USA",308000000
3734,"New York City, NY, USA",2030000000
3735," Washington, DC",1650000000
3736," Anaheim, California, USA",82000000
3737," Bretton Woods, New Hampshire, USA",427000
3738,"Arlington, VA, USA",84700000
3739," Santa Monica, California, USA",147000000
3740,"Bath, UK",1390000000
3741,"Rennes, France",116000000
3742, Singapore,1380000000
3743," Uppsala, Sweden",62500000
3744,"Pittsburgh, Pennsylvania",247000000
3745,"Reno, NV, USA",40900000
3746,"Stanford University, USA",162000000
3747,"Cambridge, England, UK",616000000
3748," San Francisco, CA, USA",1610000000
3749, Berlin,1110000000
3750," Bangalore, India",526000000
3751," Pittsburgh, PA, USA",239000000
3752," Cambridge, Massachusetts, USA",161000000
3753,"Montreal, Canada",306000000
3754,"Bremen, Germany",168000000
3755," Praha, Czechoslovakia",9640000
3756,"Napa, California, USA",79100000
3757,"Zürich, Switzerland",260000000
3758,"Ann Arbor, USA",86100000
3759,"Toulouse, France",183000000
3760,"Egham, UK",5190000
3761," New Paltz, NY, USA",738000
3762,"Austin, TX",523000000
3763," Antwerp, Belgium",72100000
3764,"Wien, Austria",210000000
3765,"Graz, Austria",70900000
3766," Silver Spring, MD, USA",95600000
3767," Atlantic City, New Jersey",192000000
3768," Leeds, UK",196000000
3769,"Mexico City, Mexico",2870000000
3770," Varna, Bulgaria",38900000
3771,"Guildford, UK",28800000
3772,"Bad Neuenahr, FRG",43800
3773,"Norfolk, Virginia, USA",131000000
3774,"Nancy, France",321000000
3775," Keele, UK",7650000
3776,"München, Deutschland",287000000
3777,"Urbana, IL, USA",322000000
3778," Espoo, Finland",33600000
3779,"Indianapolis, Indiana, USA",184000000
3780,"Denver, CO, USA",458000000
3781," Linz, Austria",62000000
3782," Orcas Island, Washington, USA",2960000
3783,"Orsay, France",37000000
3784,"Cottbus, Germany",18200000
3785," Baltimore, Maryland, USA",408000000
3786,"Karlsruhe, Band 1",37800000
3787,Kassel,73400000
3788," New Delhi, India",840000000
3789,"University Park, PA, USA",455000000
3790,"Helsinki, Finland",145000000
3791,"St. Louis, Missouri, USA",523000000
3792,"Manhattan, Kansas, USA",69000000
3793,"Wendisch-Rietz, GDR",49100
3794," Grenoble, France",123000000
3795," Ithaca, NY, USA",57900000
3796," Providence, Rhode Island, USA",25000000
3797," Hasselt, Belgium",15400000
3798,"Hannover, Germany",212000000
3799,Dortmund,240000000
3800,"Tampa, Florida, USA",340000000
3801,"Karlsruhe, Band 2",46400000
3802,"Sitges, Spain",15400000
3803,"Portland, Oregon",378000000
3804,"Monterey, California, USA",97800000
3805,"Cincinnati, Ohio, USA",206000000
3806," Bratislava, Czechoslovakia",3120000
3807," Washington, D.C.",1650000000
3808,"Linköping, Sweden",16600000
3809," Asilomar, CA, USA",2080000
3810,"Verona, NY, USA",41100000
3811,"Kohala Coast, HI, USA",115000
3812,"Stockholm, Sweden - BPMDS / EMMSAD",15900
3813,"Vienna, Austria - Challenge",141000000
3814,"Ottawa,Canada",268000000
